Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Turnos com capacidade superior à capacidade das características das salas;Turno com inscrições superiores à capacidade das salas;Dia da Semana;Início;Fim;Dia;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LIGE, LIGE-PL;Gestão de Projectos de Tecnologia e Sistemas de Informação;L5249T03;IGE-PL-D2, IGE-PL-D1;29;VERDADEIRO;FALSO;Seg;19:30:00;21:00:00;28/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CT;Gestão de Stress;03562TP01;CI-CT-01;29;VERDADEIRO;FALSO;Seg;11:00:00;13:00:00;28/11/2022;Sala de Aulas normal;1E07;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE, LP;Psicologia das Organizações e do Trabalho;02399TP02;PB4, PB2;43;FALSO;FALSO;Ter;14:30:00;16:00:00;29/11/2022;Sala de Aulas normal;Auditório 0NE01;72;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE, LP;Psicologia das Organizações e do Trabalho;02399TP02;PB4, PB2;43;FALSO;FALSO;Ter;13:00:00;14:30:00;29/11/2022;Sala de Aulas normal;Auditório 0NE01;72;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DATMC;Projecto de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos (24ects);03953TP01;DATMC1;8;FALSO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;C3.02;38;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL12;ET-A8, ET-A7, ET-A6, ET-A5;29;FALSO;VERDADEIRO;Qua;09:30:00;11:00:00;30/11/2022;Laboratório de Informática;D1.06;28;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782PL12;ET-A8, ET-A7, ET-A6, ET-A5;29;FALSO;VERDADEIRO;Qua;11:00:00;12:30:00;30/11/2022;Laboratório de Informática;D1.06;28;Horário sala visível portal público, Laboratório de Informática
MIA;Projecto Final de Arquitectura (2020);PFAPL11;ARQ-E4;11;FALSO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Projecto Final de Arquitectura (2020);PFAPL11;ARQ-E4;11;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Projecto Final de Arquitectura (2020);PFAPL11;ARQ-E4;11;FALSO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Projecto Final de Arquitectura (2020);PFAPL11;ARQ-E4;11;FALSO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
LEI, LEI-PL;Tópicos de Matemática para Computação;03723TP02;EI-B9, EI-B8, EI-B7, EI-B12, EI-B11, EI-B10;37;VERDADEIRO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LEI, LEI-PL;Tópicos de Matemática para Computação;03723TP02;EI-B9, EI-B8, EI-B7, EI-B12, EI-B11, EI-B10;37;VERDADEIRO;FALSO;Qua;08:00:00;09:30:00;30/11/2022;Sala de Aulas normal;C6.08;56;Sala/anfiteatro aulas, BYOD (Bring Your Own Device), videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Fundamentos de Contabilidade de Gestão;01768T02;IGE-B9, IGE-B8, IGE-B7, IGE-B6, IGE-B5, IGE-B4, IGE-B3, IGE-B2, IGE-B12, IGE-B11, IGE-B10, IGE-B1;69;VERDADEIRO;VERDADEIRO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;C5.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Tópicos de Matemática I;TMITP02;CDA1;44;FALSO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Tópicos de Matemática I;TMITP02;CDA1;44;FALSO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Tópicos de Matemática I;TMITP02;CDA1;44;FALSO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGM;Comportamento e Experiência do Consumidor;L1903TP01;GMKB1;43;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGM;Comportamento e Experiência do Consumidor;L1903TP01;GMKB1;43;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;C4.01;52;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CT;Finanças Pessoais I;03177TP02;CI-CT-02;24;FALSO;VERDADEIRO;Sex;16:00:00;17:30:00;02/12/2022;Sala de Aulas normal;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
MEA;Cooperação Internacional em África;M0781TP01;MEAA1;57;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Arquitetura de Redes;03708TP20;EI-C3, EI-C2, EI-C1;67;VERDADEIRO;VERDADEIRO;Qua;13:00:00;14:30:00;30/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP11;GiC3;32;FALSO;VERDADEIRO;Qua;13:00:00;14:30:00;30/11/2022;Sala/anfiteatro aulas;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP11;GiC3;32;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Sala/anfiteatro aulas;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG, LGIL;Estratégia Empresarial;EETP11;GiC3;32;FALSO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Sala/anfiteatro aulas;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DHESD;Seminário em Estudos de Segurança e Defesa (2020);03963S01;DHESDA1;6;VERDADEIRO;FALSO;Qua;18:00:00;20:00:00;30/11/2022;Sala Aulas Mestrado;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Seminário Prática Profissional em Serviço Social;02038TP02;SS-PL-C2;26;VERDADEIRO;FALSO;Qua;18:00:00;19:30:00;30/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LSS-PL;Seminário Prática Profissional em Serviço Social;02038TP02;SS-PL-C2;26;VERDADEIRO;FALSO;Qua;16:30:00;18:00:00;30/11/2022;Sala de Aulas normal;1E05;52;Sala/anfiteatro aulas, Horário sala visível portal público
LIGE, LIGE-PL;Conceção e Viabilidade de Projeto de Base Tecnológica;CVPBTTP02;IGE-D2, IGE-D1;64;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;C4.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Conceção e Viabilidade de Projeto de Base Tecnológica;CVPBTTP02;IGE-D2, IGE-D1;64;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C4.07;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI;Electrónica Programada e Processamento Digital de Sinais;L2004T01;ET-C6, ET-C5, ET-C4, ET-C3, ET-C2, ET-C1;58;VERDADEIRO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Sala de Aulas normal;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LFC, LG, LGM, LGIL;Matemática;L5027PL14;GA1;42;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Ambiente e Sustentabilidade (Mia);03835TP01;ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1;58;FALSO;VERDADEIRO;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;B3.06;87;Sala de Arquitectura, Arq 6, Horário sala visível portal público
MIA;Ambiente e Sustentabilidade (Mia);03835TP01;ARQ-D6, ARQ-D5, ARQ-D4, ARQ-D3, ARQ-D2, ARQ-D1;58;FALSO;VERDADEIRO;Seg;09:30:00;11:00:00;28/11/2022;Sala Aulas Mestrado;1E03;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Laboratório de Pesquisa Observacional;L6099PL03;SB1;31;VERDADEIRO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Sala de Aulas normal;1E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Laboratório de Pesquisa Observacional;L6099PL03;SB1;31;VERDADEIRO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;1E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
MG;Análise de Dados (2.º Ciclo);M3505TP02;MGA4;46;FALSO;VERDADEIRO;Seg;14:30:00;16:00:00;28/11/2022;Sala/anfiteatro aulas;;0;
MG;Análise de Dados (2.º Ciclo);M3505TP02;MGA4;46;FALSO;VERDADEIRO;Seg;13:00:00;14:30:00;28/11/2022;Sala Aulas Mestrado;;0;
MG;Análise de Dados (2.º Ciclo);M3505TP02;MGA4;46;FALSO;VERDADEIRO;Ter;13:00:00;14:30:00;29/11/2022;Sala/anfiteatro aulas;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MG;Análise de Dados (2.º Ciclo);M3505TP02;MGA4;46;FALSO;VERDADEIRO;Ter;14:30:00;16:00:00;29/11/2022;Sala/anfiteatro aulas;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
DPP, MPP;Políticas Públicas Europeias e Internacionais;01706TP02;MPPA1, DPPA1;69;VERDADEIRO;VERDADEIRO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Investigação Operacional;IOTP03;GC1;49;FALSO;FALSO;Qua;09:30:00;11:00:00;30/11/2022;Sala de Aulas normal;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LG;Investigação Operacional;IOTP03;GC1;49;FALSO;FALSO;Ter;11:00:00;12:30:00;29/11/2022;Sala/anfiteatro aulas;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP03;S-PL-B1;35;FALSO;VERDADEIRO;Ter;19:30:00;21:00:00;29/11/2022;Laboratório de Informática;D1.06;28;Horário sala visível portal público, Laboratório de Informática
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP03;S-PL-B1;35;FALSO;VERDADEIRO;Ter;18:00:00;19:30:00;29/11/2022;Laboratório de Informática;D1.06;28;Horário sala visível portal público, Laboratório de Informática
CT;Introdução ao Inglês para Negócios;01973TP04;CI-CT-04;23;VERDADEIRO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala de Aulas normal;AA3.30;24;Sala/anfiteatro aulas, Horário sala visível portal público
CIESPP;Sociologia da Saúde;L5138TP01;CI-ESPP-1;54;FALSO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIESPP;Sociologia da Saúde;L5138TP01;CI-ESPP-1;54;FALSO;FALSO;Qua;16:00:00;17:30:00;30/11/2022;Sala de Aulas normal;C3.01;54;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MCP, MCTRL, MES, MEA, MPP, MS;Métodos de Pesquisa em Ciências Sociais;00553TP01;MSA1, MEAA1, MCTRLA1, MCPA1;60;VERDADEIRO;FALSO;Sex;18:00:00;20:00:00;02/12/2022;Sala Aulas Mestrado;Auditório 1;120;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Comportamento do Consumidor e Marketing Research;M8483TP01;MMA2;40;FALSO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala/anfiteatro aulas;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
MM;Comportamento do Consumidor e Marketing Research;M8483TP01;MMA2;40;FALSO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala/anfiteatro aulas;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Estatística;L0104TP03;EB3;29;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Estatística;L0104TP03;EB3;29;VERDADEIRO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
MED;Dissertação em Estudos de Desenvolvimento;01999S01;MEDB1;23;VERDADEIRO;FALSO;Sex;18:00:00;20:00:00;02/12/2022;Sala Aulas Mestrado;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MED;Dissertação em Estudos de Desenvolvimento;01999S01;MEDB1;23;VERDADEIRO;FALSO;Sex;20:00:00;22:00:00;02/12/2022;Sala Aulas Mestrado;C4.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LIGE, LIGE-PL;Visualização e Interação Pessoa-Máquina;03738T02;IGE-C6, IGE-C5, IGE-C4, IGE-C3, IGE-C2, IGE-C1;72;VERDADEIRO;VERDADEIRO;Seg;14:30:00;16:00:00;28/11/2022;Sala de Aulas normal;C5.06;70;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LSS-PL;Métodos e Técnicas de Investigação em Ciências Sociais;01191TP03;SS-PL-A1;38;FALSO;FALSO;Seg;16:30:00;18:00:00;28/11/2022;Sala de Aulas normal;1E04;50;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LSS-PL;Métodos e Técnicas de Investigação em Ciências Sociais;01191TP03;SS-PL-A1;38;FALSO;FALSO;Seg;18:00:00;19:30:00;28/11/2022;Sala de Aulas normal;1E04;50;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Programação (1ciclo);03586TP02;CDA2PL, CDA1PL;49;VERDADEIRO;FALSO;Ter;18:00:00;19:30:00;29/11/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
CIIBS;Marketing Pessoal;L1830TP01;CI-IBS-1;53;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;Auditório B1.03;204;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MEInt, MHMC;Globalização e Governação nas Relações Internacionais;02070TP02;MEIA1;33;VERDADEIRO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala Aulas Mestrado;AA3.23;52;Sala/anfiteatro aulas, Horário sala visível portal público
LP;Psicologia Social;L5200PL03;PA1;31;VERDADEIRO;FALSO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;2E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGM;Comunicação Integrada em Marketing;L5189TP02;GMKC2;35;VERDADEIRO;FALSO;Sex;08:00:00;09:30:00;02/12/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGM;Comunicação Integrada em Marketing;L5189TP02;GMKC2;35;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGM;Comunicação Integrada em Marketing;L5189TP02;GMKC2;35;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
MSIAD;Text Mining;02870TP02;MSIAD-B2, MSIAD-B1;39;FALSO;FALSO;Seg;19:30:00;21:00:00;28/11/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MSIAD;Text Mining;02870TP02;MSIAD-B2, MSIAD-B1;39;FALSO;FALSO;Seg;18:00:00;19:30:00;28/11/2022;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
CIISTA;Redes de Telecomunicações;RdTTP02;CI-ISTA-LIC-1;23;FALSO;FALSO;Sex;16:00:00;17:30:00;02/12/2022;Lab ISTA;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
CIISTA;Redes de Telecomunicações;RdTTP02;CI-ISTA-LIC-1;23;FALSO;FALSO;Sex;14:30:00;16:00:00;02/12/2022;Lab ISTA;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
EP;A Constituição Social da Economia;03640TP02;MEPA1;39;VERDADEIRO;FALSO;Qua;14:30:00;16:00:00;30/11/2022;Sala Aulas Mestrado;AA2.29;50;Sala/anfiteatro aulas, Horário sala visível portal público
MCE;Perspectivas e Teorias das Emoções;00151PL01;MCEA1;27;VERDADEIRO;FALSO;Qua;20:00:00;22:00:00;30/11/2022;Sala Aulas Mestrado;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
MEInt;Organizações Internacionais, Ongs e Movimentos Sociais;02120TP03;MEIA3;41;VERDADEIRO;VERDADEIRO;Qua;13:00:00;15:00:00;30/11/2022;Sala Aulas Mestrado;AA3.26;30;Sala/anfiteatro aulas, Horário sala visível portal público
LE, LPES;Sociologia Económica;02216TP01;EB3, EB2, EB1;26;VERDADEIRO;FALSO;Qua;11:00:00;12:30:00;30/11/2022;Sala de Aulas normal;2E06;50;Sala/anfiteatro aulas, Horário sala visível portal público
TourDC, MGHT;Turismo Electrónico;TElecTP01;MGHT-Erasmus;28;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;C3.02;38;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
TourDC, MGHT;Turismo Electrónico;TElecTP01;MGHT-Erasmus;28;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala Aulas Mestrado;C3.02;38;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Modelos Organizacionais;MOT02;GB1;31;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;1E02;50;Sala/anfiteatro aulas, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP02;CDB1;38;VERDADEIRO;FALSO;Sáb;14:30:00;16:00:00;03/12/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP02;CDB1;38;VERDADEIRO;FALSO;Sáb;13:00:00;14:30:00;03/12/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP02;CDB1;38;VERDADEIRO;FALSO;Sáb;11:00:00;12:30:00;03/12/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Segurança, Ética e Privacidade;03601TP02;CDB1;38;VERDADEIRO;FALSO;Sáb;09:30:00;11:00:00;03/12/2022;Sala de Aulas normal;C6.01;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE;Informática para Economistas;04041PL04;EA3;36;FALSO;VERDADEIRO;Ter;08:00:00;09:30:00;29/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
METI;Sistemas de Comunicação Multimédia;SCMTP01;METI-B1;19;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala Aulas Mestrado;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
METI;Sistemas de Comunicação Multimédia;SCMTP01;METI-B1;19;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala Aulas Mestrado;C5.08;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL19;EI-PL-B2, EI-PL-B1;40;VERDADEIRO;FALSO;Ter;19:30:00;21:00:00;29/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Programação Orientada para Objectos;L5315PL19;EI-PL-B2, EI-PL-B1;40;VERDADEIRO;FALSO;Ter;21:00:00;22:30:00;29/11/2022;Laboratório de Informática;0S01;41;Horário sala visível portal público, Laboratório de Informática
LSS-PL;Seminário de Grupos e Intervenção Comunitária;02039TP02;SS-PL-C2;26;FALSO;FALSO;Ter;18:00:00;19:30:00;29/11/2022;Sala/anfiteatro aulas;B2.02;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LSS-PL;Seminário de Grupos e Intervenção Comunitária;02039TP02;SS-PL-C2;26;FALSO;FALSO;Ter;16:30:00;18:00:00;29/11/2022;Sala/anfiteatro aulas;B2.02;60;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGIL;Gestão da Cadeia de Abastecimento;L5045TP02;GILC2;28;VERDADEIRO;FALSO;Seg;09:30:00;11:00:00;28/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGIL;Gestão da Cadeia de Abastecimento;L5045TP02;GILC2;28;VERDADEIRO;FALSO;Seg;08:00:00;09:30:00;28/11/2022;Sala de Aulas normal;C6.02;40;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Modelos Organizacionais;MOTP10;GB2;39;VERDADEIRO;FALSO;Sex;09:30:00;11:00:00;02/12/2022;Sala de Aulas normal;1E04;50;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LG;Macroeconomia;L0236T06;GB5, GB4;62;VERDADEIRO;VERDADEIRO;Seg;13:00:00;14:30:00;28/11/2022;Anfiteatro aulas;Auditório Silva Leal;60;Sala/anfiteatro aulas, Horário sala visível portal público
CT;Mandarim e Cultura Chinesa;MCCT01;CI-CT-01;27;VERDADEIRO;FALSO;Seg;11:00:00;12:30:00;28/11/2022;Sala de Aulas normal;AA3.28;44;Sala/anfiteatro aulas, Horário sala visível portal público
LGIL;Investigação Operacional I;L0138TP01;GILB1;43;FALSO;FALSO;Ter;16:00:00;17:30:00;29/11/2022;Sala/anfiteatro aulas;2E04;50;Sala/anfiteatro aulas, Horário sala visível portal público
LGIL;Investigação Operacional I;L0138TP01;GILB1;43;FALSO;FALSO;Sex;13:00:00;14:30:00;02/12/2022;Sala de Aulas normal;C5.02;46;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCD, LCD-PL;Programação (1ciclo);03586PL05;CDA2;37;FALSO;VERDADEIRO;Qua;09:30:00;11:00:00;30/11/2022;Laboratório de Informática;D1.01;35;Horário sala visível portal público, Laboratório de Informática
MEMF;Economia Monetária Internacional Avançada;M8664TP01;MEMF-A1;50;FALSO;FALSO;Ter;20:00:00;22:00:00;29/11/2022;Sala Aulas Mestrado;Auditório 0NE02-Caiano Pereira;89;Sala/anfiteatro aulas, Horário sala visível portal público
LGRH;Gestão de Conflitos e Negociação;GCNTP01;GRHC1;28;VERDADEIRO;FALSO;Ter;09:30:00;11:00:00;29/11/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LGRH;Gestão de Conflitos e Negociação;GCNTP01;GRHC1;28;VERDADEIRO;FALSO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;C5.01;58;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LE;Matemática I;L0101TP01;EA1;36;FALSO;VERDADEIRO;Ter;08:00:00;09:30:00;29/11/2022;Sala de Aulas normal;1E10;50;Sala/anfiteatro aulas, Horário sala visível portal público
LE;Matemática I;L0101TP01;EA1;36;FALSO;VERDADEIRO;Sex;11:00:00;12:30:00;02/12/2022;Sala de Aulas normal;C2.02;36;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
LCP;Análise de Dados em Ciências Sociais: Multivariada I;03212TP01;CPB1;26;FALSO;VERDADEIRO;Qua;16:00:00;17:30:00;30/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
LCP;Análise de Dados em Ciências Sociais: Multivariada I;03212TP01;CPB1;26;FALSO;VERDADEIRO;Qua;14:30:00;16:00:00;30/11/2022;Laboratório de Informática;D1.12;27;Horário sala visível portal público, Laboratório de Informática
LFC, LG, LGM, LGIL;Gestão do Marketing;L1805T04;GA4, GA5;85;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Sala de Aulas normal;Auditório 4;250;Sala/anfiteatro aulas, Horário sala visível portal público
MIA;Arquitectura V;L6095PL02;ARQ-C4, ARQ-C3;20;FALSO;FALSO;Seg;14:30:00;16:00:00;28/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Arquitectura V;L6095PL02;ARQ-C4, ARQ-C3;20;FALSO;FALSO;Seg;13:00:00;14:30:00;28/11/2022;Arq 4;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MIA;Arquitectura V;L6095PL02;ARQ-C4, ARQ-C3;20;FALSO;FALSO;Seg;16:00:00;17:30:00;28/11/2022;Arq 5;B3.04;87;Sala de Arquitectura, Horário sala visível portal público, Arq 4
MMA;Fundamentos de Contabilidade e Finanças;FCFTP01;MMAA1;33;VERDADEIRO;FALSO;Sex;20:30:00;22:30:00;02/12/2022;Sala Aulas Mestrado;AA2.23;50;Sala/anfiteatro aulas, Horário sala visível portal público
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Fundamentos de Arquitectura de Computadores;L0705PL11;ET-A12, ET-A11, ET-A10;23;FALSO;FALSO;Qua;13:00:00;14:30:00;30/11/2022;Laboratório de Arquitectura de Computadores I;C7.05;82;Laboratório de Arquitectura de Computadores I, Horário sala visível portal público, Lab ISTA
DCP;Seminário em Ciência Política e Relações Internacionais;04005TP01;DCP-A1;17;VERDADEIRO;FALSO;Ter;18:00:00;20:00:00;29/11/2022;Sala Aulas Mestrado;C5.05;30;Sala/anfiteatro aulas, Horário sala visível portal público
DCCo;Comunicação Estratégica;01699T01;DCCo-A1;24;FALSO;FALSO;Ter;20:30:00;22:30:00;29/11/2022;Sala/anfiteatro aulas;AA2.24;30;Sala/anfiteatro aulas, Horário sala visível portal público
MEI, MIG;Gestão do Conhecimento e Cultura Organizacional;M8683TP05;MIG-A1;58;VERDADEIRO;VERDADEIRO;Ter;18:00:00;19:30:00;29/11/2022;Sala Aulas Mestrado;C4.06;68;Sala/anfiteatro aulas, videoconferencia, Horário sala visível portal público
